# Tab-separated: addr	mode	name
# Generated by tools/import_tmc_symbols/import_tmc_symbols.py
# Source: zeldaret/tmc asm/**/*.s (thumb_func_start /
#         arm_func_start / non_word_aligned_thumb_func_start)
0x0801E7D0	thumb	GetAmountInKinstoneBag
0x0801E7F4	thumb	CheckKinstoneFused
0x0801E810	thumb	CheckFusionMapMarkerDisabled
0x0801E82C	thumb	SortKinstoneBag
0x0801E8B0	thumb	GetIndexInKinstoneBag
0x0801E8D4	thumb	UpdateVisibleFusionMapMarkers
0x0801E99C	thumb	GetFusionToOffer
0x0801EA74	thumb	GetRandomSharedFusion
0x0801EAB0	thumb	Octorok
0x0801EAD0	thumb	Octorok_OnTick
0x0801EAE8	thumb	Octorok_OnCollision
0x0801EB0C	thumb	Octorok_OnDeath
0x0801EB2C	thumb	Octorok_OnGrabbed
0x0801EB68	thumb	sub_0801EB68
0x0801EB74	thumb	sub_0801EB74
0x0801EB7C	thumb	sub_0801EB7C
0x0801EB84	thumb	sub_0801EB84
0x0801EB98	thumb	nullsub_3
0x0801EB9C	thumb	sub_0801EB9C
0x0801EBC8	thumb	Octorok_Initialize
0x0801EBF4	thumb	Octorok_Idle
0x0801EC2C	thumb	Octorok_Move
0x0801EC80	thumb	Octorok_ShootNut
0x0801ECFC	thumb	Octorok_Pause
0x0801ED14	thumb	Octorok_Turn
0x0801EDEC	thumb	Octorok_FacesPlayer
0x0801EE18	thumb	Chuchu
0x0801EEE4	thumb	Chuchu_OnTick
0x0801EF40	thumb	Chuchu_OnCollision
0x0801EFD8	thumb	Chuchu_OnGrabbed
0x0801F02C	thumb	Chuchu_OnKnockback
0x0801F048	thumb	Chuchu_OnDeath
0x0801F084	thumb	Chuchu_OnConfused
0x0801F0A4	thumb	sub_0801F0A4
0x0801F0C4	thumb	nullsub_4
0x0801F0C8	thumb	sub_0801F0C8
0x0801F12C	thumb	sub_0801F12C
0x0801F1B0	thumb	sub_0801F1B0
0x0801F228	thumb	sub_0801F228
0x0801F250	thumb	sub_0801F250
0x0801F270	thumb	sub_0801F270
0x0801F2CC	thumb	sub_0801F2CC
0x0801F2F8	thumb	sub_0801F2F8
0x0801F328	thumb	sub_0801F328
0x0801F340	thumb	sub_0801F340
0x0801F360	thumb	sub_0801F360
0x0801F3AC	thumb	sub_0801F3AC
0x0801F428	thumb	sub_0801F428
0x0801F48C	thumb	sub_0801F48C
0x0801F494	thumb	sub_0801F494
0x0801F4EC	thumb	sub_0801F4EC
0x0801F508	thumb	sub_0801F508
0x0801F584	thumb	sub_0801F584
0x0801F61C	thumb	sub_0801F61C
0x0801F638	thumb	sub_0801F638
0x0801F688	thumb	sub_0801F688
0x0801F6CC	thumb	sub_0801F6CC
0x0801F6F8	thumb	sub_0801F6F8
0x0801F730	thumb	sub_0801F730
0x0801F748	thumb	sub_0801F748
0x0801F764	thumb	sub_0801F764
0x0801F7D8	thumb	sub_0801F7D8
0x0801F7FC	thumb	sub_0801F7FC
0x0801F840	thumb	sub_0801F840
0x0801F884	thumb	sub_0801F884
0x0801F8C0	thumb	sub_0801F8C0
0x0801F940	thumb	sub_0801F940
0x0801F9C4	thumb	sub_0801F9C4
0x0801F9E0	thumb	sub_0801F9E0
0x0801FA30	thumb	sub_0801FA30
0x0801FA78	thumb	sub_0801FA78
0x0801FAAC	thumb	sub_0801FAAC
0x0801FAE0	thumb	sub_0801FAE0
0x0801FAF8	thumb	sub_0801FAF8
0x0801FB14	thumb	sub_0801FB14
0x0801FB34	thumb	sub_0801FB34
0x0801FB68	thumb	sub_0801FB68
0x0801FBD0	thumb	CheckWaterTile
0x0801FBE4	thumb	Chuchu_JumpAtPlayer
0x0801FC08	thumb	Leever
0x0801FC28	thumb	Leever_OnTick
0x0801FC40	thumb	Leever_OnCollision
0x0801FC7C	thumb	Leever_OnDeath
0x0801FC9C	thumb	Leever_Initialize
0x0801FCB0	thumb	Leever_Idle
0x0801FD2C	thumb	Leever_DigUp
0x0801FD80	thumb	Leever_Attack
0x0801FDB4	thumb	Leever_DigDown
0x0801FDE4	thumb	sub_0801FDE4
0x0801FE68	thumb	Leever_PlayerInRange
0x0801FED4	thumb	Leever_Move
0x0801FF5C	thumb	Peahat
0x0801FF9C	thumb	Peahat_OnTick
0x0801FFDC	thumb	Peahat_OnCollision
0x08020088	thumb	Peahat_OnGrabbed
0x080200B4	thumb	Peahat_OnGrabbed_Subaction0
0x080200E4	thumb	Peahat_OnGrabbed_Subaction1
0x080200EC	thumb	Peahat_OnGrabbed_Subaction2
0x080200F4	thumb	Peahat_OnGrabbed_Subaction3
0x08020100	thumb	Peahat_OnGrabbed_Subaction4
0x08020104	thumb	Peahat_OnGrabbed_Subaction5
0x08020130	thumb	Peahat_Initialize
0x08020180	thumb	Peahat_Fly
0x08020220	thumb	Peahat_ChargeStart
0x08020294	thumb	Peahat_ChargeTarget
0x08020308	thumb	Peahat_ChargeEnd
0x08020350	thumb	Peahat_Stunned
0x080203C0	thumb	Peahat_RepairPropeller
0x0802041C	thumb	Peahat_Recover
0x08020468	thumb	Peahat_Hop
